21146612;12245556
7011669;2349212
8007006;5111770
2618574;634033
15174104;12597917
3561412;721049
11771336;842267
2838767;697307
23237114;21017881
4710103;1662147
6185328;861325
2303999;572658
6181027;886411
18686744;15117377
2951393;673366
37859183;35764650
2676227;656452
5501547;2472757
22908164;21227263
37586485;35778022
2461497;594956
4888881;3047282
3199663;1421676
13021202;11068466
2415681;730844
8175689;1288564
6378540;4376762
83531004;81671173
12623050;7518262
2619316;611417
4596898;1538160
8587023;5832831
5447546;2236178
9345001;1289799
2141098;527546
8936384;1363642
7705893;1016719
7158659;2010446
12363519;10576412
31907394;26145238
8014542;2647843
10656768;2274492
9883756;3770418
10685028;5006780
3771980;1272223
4667658;686883
8433883;2087886
11047214;4511791
12059961;6613144
17015852;11629558
10264732;2674299
2202767;592669
6072137;2358697
26497415;24313493
3416670;1396738
5049403;1682848
47977178;45543322
2425795;566803
2090346;499498
26632764;23488499
14164073;2782675
19675057;6927552
11439440;9825642
23183413;14089477
27118466;20078300
35892589;34089649
26187772;17672876
24436327;4861997
2307514;575326
53643443;51632889
2163829;548364
65736477;59404060
17319551;15797553
3119196;1654616
9294402;1600372
6533530;3397027
7349732;3123068
8088088;2820771
2892941;1366952
2020312;529476
2011636;495367
2031048;529923
2131318;547183
10502514;6828649
7934811;4058657
14334758;11912613
8150101;799332
6448148;4862604
26246140;23918206
2307707;545584
3409433;1046817
12843031;11361779
7733039;4642171
3744061;1543490
8898463;4171332
3893734;1417802
24461159;20739290
128353597;126764451
40446919;30767738
2712779;811515
4504406;760519
10385217;3473488
9757010;4007206
4969947;2346027
4528406;764788
280654705;276903499
60030934;58536530
20230003;10940688
55392866;53870655
2291081;605884
2820623;1262609
8919593;3575825
10357668;3325782
9851327;2885791
13503749;6708049
6809296;1681732
12180993;5076490
3307252;1823056
8343673;4674861
106322395;104807423
14870303;4190927
10467561;3796964
11577715;2319413
16670345;9180961
19094910;6396651
11694695;1453240
14004087;4062529
14563752;3141751
13503674;2906364
13080946;2975810
16278615;9606680
20983367;2775471
138414867;129587476
2236905;505936
7168121;481277
159585415;152167659
4251474;1262621
4157062;1436244
4024075;2062306
4814358;848679
2119955;588168
2009880;533077
28216680;1976716
2305128;594354
2774340;511804
2916724;1403271
9068936;1222599
3199819;1679073
33095452;31587755
46247815;44784795
4207016;1294270
5432320;2764337
2177775;548501
2937072;1163224
2631555;1156735
157266857;143042044
2233433;495811
3632130;1448951
73348618;62359530
8010250;4617028
671374253;667402140
2556632;853396
4410101;582678
5214279;1468143
