176908607;172985120
71366105;71268308
405774280;401529549
207383497;207252631
137064190;136954479
2039146;1800146
841514;772482
7125424;7061317
1090534;1020686
17722873;17518545
27984611;27900668
1630435;1525152
2109217;630295
564180;499122
14014394;12927612
14592550;14492544
951810;842052
1116193;1052798
1603304;1527398
1071733;970251
726531;651039
640413;550411
629698;536342
526055;455546
1362806;1303873
8360234;8269965
719638;607118
1514244;1445475
604544;539263
6229112;6148996
20503235;20387193
1283612;1174531
1395419;1333308
35353002;35294539
606889;546267
712844;657465
648833;576927
3902575;3848454
6146029;6087067
619662;553359
655721;596408
2497516;2435155
1284292;1227697
2536861;2475297
120578271;120510896
2524467;2469117
7563283;7494950
2992402;2937245
15623868;15550699
2459513;2389392
1184265;1105713
22526367;22455619
507601;448548
702262;643788
42710160;42655262
606466;552415
555094;496550
611846;533459
1248518;1190512
770330;698837
1996665;1943171
576363;518831
11591558;11534857
697610;640722
25942521;25885755
628625;571554
241705407;241638442
1183684;1128934
501959;446475
1203919;1128254
1521896;1461354
1770850;1714997
22600436;22547315
3108857;3048787
570939;514542
1186367;1129224
7097411;7030958
1666187;1610658
1115371;1065928
2225089;2157317
1141432;1083642
523296;466967
511564;454069
642559;576018
1752577;1671484
620502;549750
27307493;27252209
2848935;2732539
620770;566022
1418587;1357423
616139;547847
928286;882394
3527689;3473982
8219954;8159666
496810;437636
47186547;47127085
28286786;28214444
1191273;1136731
1654232;1594256
1169238;1107453
565475;502770
639393;579084
557738;498746
27093398;27029734
1131564;1083685
3075118;3002128
40046904;39987700
605179;540093
60476116;60418770
36348137;36271606
472974;414033
1258461;1197343
5014057;4953077
3712175;3657161
16109169;16050804
23369394;23315843
4031464;3951929
1073397;1015175
40213462;40158031
482564;426407
488974;432527
92091817;92032089
39896656;39827301
1699006;1642890
6801062;6744321
18998286;18925383
5651602;5597977
2068004;2013099
13691321;13620135
12409593;12352061
542015;471106
1223791;1165972
1067348;998927
19921000;19867098
32449272;32390293
684902;622951
2433655;2383437
38112742;38032497
496405;449446
5596462;5552914
1619717;1568555
570905;493646
569851;521965
97176003;96969670
1242741;1006326
4770937;4722003
79815806;79769244
928866;886703
1327149;1284297
4134805;4038945
549401;491240
1249763;1179058
630853;577659
2029235;1957348
983401;936578
2670954;2620368
1006438;962287
3812750;3763562
525836;475596
775393;692392
1446442;1401430
3049960;2994686
2466336;2416966
2657867;2614401
9820404;9736578
689814;643744
853153;806513
1219081;1153631
9060932;8800360
1002128;952479
702652;633060
1028632;981232
1011287;958867
10149777;10089945
644708;601238
853179;786772
1870188;1825725
10266213;10181538
442572;394111
1645485;1599362
959790;914977
1852174;1801262
5472476;5392328
15943898;15897751
1795426;1704307
2246262;2205170
2631580;2568033
9426904;9384007
533905;469342
1124457;1066288
1658663;1607656
988669;939611
13615189;13564995
685064;604220
33910883;33830570
1836055;1791908
2458212;2396169
1109680;1056534
2138425;2092491
2565778;2515032
2404588;2356850
5093009;4992504
4991732;4950445
5584143;5540148
713461;671150
1719443;1624363
1167601;1111197
4040311;3994786
537908;490282
1399039;1325399
1246041;1183516
1182306;1137063
477205;429953
527036;477268
2019031;1929787
5865875;5786060
920567;875088
16004502;15954882
572347;497954
428235;373406
1041810;996715
2879376;2835744
2517340;2454027
542977;496371
486995;411858
15422545;15369201
584513;518191
9509809;9436672
11938305;11901213
552609;483414
1590314;1544766
2392349;2332351
6848864;6801979
1038215;993226
480654;414607
2576531;2520728
2779784;2735141
7839942;7793882
19998678;19943273
524198;473907
1878541;1835448
7529668;7482661
688547;620749
10391374;10343366
4180650;4110231
20164585;20120441
10065957;10016344
614631;549105
964341;919519
646975;582090
4362754;4312440
518673;474922
4051737;3980523
2446095;2390998
10664006;10618442
641129;570522
28958411;28875029
20641463;20596539
1598283;1528086
879029;827702
47320122;47266482
422303;377801
21083884;21039889
16272658;16228977
570708;517713
1252975;1176422
1878071;1645250
4160456;4103610
518150;455572
854707;815896
1200550;1150344
552310;505742
1755317;1711648
587321;544947
1778804;1732790
17872401;17824953
2599719;2519751
480542;436357
1467138;1419609
933326;889389
839220;760092
441032;394950
7155114;7111402
568573;508593
587203;537828
2404018;2363129
3817300;3773317
8206663;8156469
1284758;1237449
8893750;8825941
443128;384090
1865859;1810331
4608027;4561147
464774;417071
420004;374224
609851;552169
490184;447676
984877;932235
1786950;1742450
480237;437918
15300789;15254191
731620;675034
1054720;1012991
3299297;3252554
1019594;973781
1248540;1211648
2243536;2196813
6719243;6681837
485406;415995
943529;883135
598427;550747
3498467;3451375
1145935;1092704
20099043;20056581
1787670;1736320
2166418;2119891
2196900;2135076
499132;448977
8222860;8172680
1529929;1474027
1093291;1044461
1936886;1895630
517341;469369
6041527;5993871
1029758;974538
997715;953848
2249906;2201331
1063035;1013507
3755458;3686103
1205089;1096651
564207;500070
521210;474556
1607318;1513080
947776;903530
956795;911769
517478;472783
11319593;11278589
13679612;13610828
394463;336819
3198241;3152650
924120;879951
479400;427705
1950045;1904239
872065;826379
397180;353940
913615;867198
507028;460305
538814;493446
506666;431908
402250;359844
976250;930470
1002375;952788
2334086;2284218
433110;390124
1078267;1031790
480478;432702
1201671;1152435
956105;909077
1079962;990630
6220818;6174491
596281;557449
1358013;1308708
490908;394028
424269;379024
499155;456336
2579828;2503059
495866;448374
980439;934967
587430;543026
398646;360257
1970110;1917914
576832;528792
588967;546281
1374997;1328784
525796;463407
3641531;3596410
5332872;5286354
17665683;17621070
1088902;1043956
2002159;1927432
520789;474079
474054;427954
3298229;3252747
7260333;7203455
15490541;15434662
1657615;1611667
419350;373981
3074966;3023362
111189214;111140865
2459942;2400617
38575733;38528905
36578195;36532918
76212574;76169608
8897625;8834103
1153445;1073936
83477785;83425244
45399350;45339964
186759386;186722318
708200;632870
1632007;1588463
595220;550530
1211461;1147765
1032545;981600
6711044;6667247
1982112;1938577
487917;441165
588499;536557
445837;403489
3562705;3502542
12573201;12528536
1358650;1069321
961977;921962
6782336;6728747
37038253;36988776
635380;563718
509250;465150
958258;914555
1101759;1056917
1672101;1614525
1211140;1167183
6941304;6898424
1207801;1165524
1952510;1904333
31313076;31247575
112515646;112451526
1473619;1407931
506178;437715
474034;424565
540208;494014
54392665;54345568
10326732;10287395
2096223;2054559
2895920;2850196
2611983;2556223
33052941;33004824
5573795;5527864
1772973;1726979
23448782;23393747
57404221;57358259
764859;720307
1085290;1037785
2937401;2884490
24375531;24330517
4397318;4355151
11190318;11144741
1972838;1928689
2029202;1985285
892864;848529
1194892;1146400
7900123;7859903
4050707;3983605
1955701;1911300
16950059;16895127
168216273;168170826
1187784;1101904
1028767;988747
3386239;3308287
3727544;3681096
447334;392368
559239;515014
13774876;13726327
4337997;4292909
7819878;7776000
2851773;2793409
6368026;6331119
39254259;39211009
1749094;1703441
6868336;6795820
1611085;1565198
12127802;12085544
462544;418186
945709;900261
496586;454323
451555;408410
2783056;2740341
503772;459352
717440;656789
126861975;126810078
412002;368693
1950044;1893673
971428;928695
17369748;17314507
2700893;1518496
561881;514313
5437644;5354524
10811224;10767118
49644567;49564945
41647261;41592825
628047;585388
3320340;3276120
11758996;11714473
869181;817667
2460106;2400555
1848317;1797355
3388195;3339514
4254935;4215518
53966695;53921975
745034;687064
6178464;6128056
41487216;41430173
1072189;1019811
2617814;2577942
27556171;27514878
520551;472982
8915155;8873475
7545274;7501618
1733650;1694982
7471331;7390267
5592690;5533671
53003770;52965206
4325959;4278929
3800260;3757680
3683455;3637749
46960533;46918581
5222814;5162978
5401908;5358773
9203104;9155592
226992663;226923554
26765611;26714269
41147331;41100474
61264443;61211530
6417599;6372669
2149324;2107302
5722016;5674872
33920937;33865785
5033909;4986447
7243750;7175533
5604325;5563577
1704193;1647399
1076172;1028011
3914097;3823708
7778030;7740094
23039296;22991258
4879115;2739728
4325220;4277296
20249439;20211776
2019000;1974031
13070486;12996355
44772602;44727892
1778629;1727849
12167881;12124109
101456158;101414954
683182;624568
2171965;2109584
4394631;4318521
27023899;26950789
22068551;22025711
59164891;59116606
498676;450417
2689632;2640336
742474;484116
565757;499460
568668;515073
1277893;1228647
6640635;6592248
1926594;1879181
475952;424077
1044238;998990
2442306;2374443
495992;422440
3388738;3337597
3272596;3224133
511151;461818
2582225;2537876
4564172;4513823
7106214;7044787
978801;932151
1839678;1783070
5163384;5113576
2692725;2648190
4934104;4856656
1656721;1605057
55597566;55518135
30847020;30803537
144699873;144654383
1323423;1236614
1283625;1207242
1414635;1373146
501411;455719
2766994;2703836
3403622;3357817
39350253;39301037
21832544;21784704
4733447;4657415
1942383;1893484
39543286;39498499
1144035;1087675
6251031;6191848
14694832;14629523
874159;832028
4761067;4712843
9631207;9585348
3022539;2974995
129355961;129259195
468059;415326
18042979;17996809
14632787;14585217
111807648;111750549
6062856;6007839
59697931;59617347
3808095;3743800
736485;667413
486731;438379
1377288;1329193
1151523;1105980
3507570;3435788
4543864;4483077
20336184;20285979
1497808;1453067
5256961;5190713
1842538;1794066
25154454;25104898
1005596;961601
7589750;7543774
3834285;3791437
9253351;9186239
3528026;3477018
15064406;15016233
18275306;18230528
513054;465320
2075376;1988089
1742852;1667332
440282;390987
21128687;21059005
8258419;8209751
8664777;8605904
13869014;13760629
2320823;2267961
1332867;1287959
14018502;13972027
25961491;25913054
1462999;1413627
960082;915629
928392;869048
26107632;26061536
891827;844547
421271;375289
47488602;47437374
414565;352004
53040342;52990947
445174;406576
1121510;1075458
58607662;58561333
539959;482392
2636942;2600879
5137107;5078725
964501;917169
9725226;9668805
9914870;9871225
4574293;4505746
2321477;2282050
2729077;2689524
6836061;6781774
585793;507217
1741826;1700991
3539201;3493907
5061653;5002143
46165352;46126670
9033202;8986047
11510068;11464234
539144;458461
29708559;29549266
1490300;1408721
518525;473564
694985;649132
508487;463012
2312287;2267388
1646934;1606259
2238956;2197247
65202311;65116806
7896423;7808968
8121516;8068574
2772494;2705022
2081513;2032804
14230938;14168459
1398140;1349799
509621;453207
82023054;81938942
546289;480949
5201676;5144796
2689744;2649657
2459390;2418569
2841392;2783652
9071107;9019037
54994474;54949814
50018469;49976059
1216553;1157115
397334;353406
76606066;76563685
527787;464820
707843;647800
972123;927622
614649;366676
408533;361880
533158;485038
1198379;1152754
18680203;18628343
1104250;1061325
677926;623621
406469;363649
2047175;2000814
2010548;1944713
506826;458497
24181400;24137761
4338332;4293042
513714;467589
405204;359567
508204;458232
1379760;1320009
2523396;2483765
509024;464842
2221531;2172872
3216773;3162878
1345577;1298892
3202171;3159530
2117969;2073179
742630;702768
1072773;1030163
464523;413395
5669507;5623271
21065799;21019524
3171433;3127678
9861180;9815699
3492781;3448675
2228312;2178304
2478295;2419472
24612788;24564027
46915361;46869991
6842431;6799937
4749871;4680506
5971560;5930085
14427049;14378390
6357849;6283590
188770677;188711552
4012906;3928485
7756775;7668360
4618768;4554654
1299394;1250110
60347358;60301297
3645532;3603178
3639194;3594359
250135978;250091470
409957;359636
4776921;4738137
22285513;22231528
1072803;1030820
51406342;51363885
116901111;116860638
6396079;6333969
1980946;1935094
115303032;115224581
1058919;981033
638643;593865
3231921;3187741
579144;523171
984780;931778
566305;509871
460840;399631
7433678;7390759
20394579;20340357
613752;550604
1209424;1157140
27334048;27289205
447033;378021
10386922;10343991
544294;495844
1439676;1395713
3353918;3310725
16306736;16263234
27627032;27582482
41891844;41849562
8090245;8045230
3628706;3590787
3488320;3442741
1273444;1227372
21400499;21355686
919155;864839
34641521;34595011
517705;470810
947687;901295
473482;415310
4730443;4668633
463463;418908
2262521;2214252
1716478;1673278
26770223;26725360
566386;521672
544314;496726
3617611;3576700
937393;893714
1472606;1426199
552090;506476
961512;915040
508390;460134
1674929;1598072
518429;473307
3557941;3496055
996564;938909
483070;424099
572562;517971
1512325;1467889
5901481;5862489
486815;441375
589509;549652
7500662;7457955
9770338;9722292
2417964;2364481
3059829;3012058
452773;404466
695817;649163
6384092;6318803
485688;439534
900983;855766
1132047;1089468
550816;483914
1207509;1163367
6784184;6739226
485302;434275
1333804;1285364
2540355;2482633
34918433;34849528
459796;416962
4565255;4498165
8884636;8840295
2197275;2136572
1346681;1300139
68904621;68860635
15778836;15739765
449833;384918
1155960;1109858
531166;475260
1015422;970142
1177570;961939
980677;925801
2371978;2326372
2962860;2908472
948310;895340
12411288;12367958
524537;475625
535781;492173
422765;375600
1052401;1004909
9665862;9622661
496405;453193
396175;353116
435111;391796
976406;929238
1416312;1372995
951186;910650
554690;510876
1202020;1160321
459062;416168
984310;939476
7851885;7807682
22420088;22373240
619655;548949
556729;507386
1640639;1600902
8095450;8049080
487775;439099
421575;371991
986637;929819
2677094;2629010
12120154;12065357
22919377;22874705
978683;931245
11121227;11064931
1375632;1317592
530687;487327
6342190;6297782
732301;685433
5470281;5426452
1002906;959952
22448507;22401612
1836008;1774106
514984;468044
4661209;4611317
142938978;142856628
511310;460537
5075312;5030921
4763915;4708786
11304481;11258645
939466;892975
18002675;17949713
1315229;1261971
14842318;14795984
9386936;9331603
492893;445687
5270941;5226448
6529670;6488296
9369012;9324240
547555;489074
2471751;2427028
513110;465210
556979;510292
536338;492204
497417;452552
1375084;1323931
20006659;19949944
1470391;1420357
3356558;3312492
1392481;1339627
14274724;14231492
470115;416233
658164;614348
1016219;969967
444727;399003
4470690;4424478
753866;708244
2474638;2398024
8119479;8073468
8510564;8464925
14007180;13934060
21318855;21276203
496841;446580
2118359;2045242
66794529;66744891
2545711;2494481
899098;846306
15280652;15233908
7242304;7196536
4975314;4917777
33535243;33486972
59565185;59524317
4168518;4113367
22880279;22833794
50979570;50919759
197159407;197114325
3349669;3301085
2244852;2171477
83560711;83510148
1069366;1019278
18228658;18180375
5699230;5654970
13939164;13890791
562167;502504
30275570;30222146
26598854;26552705
563445;511043
964027;917070
585603;537157
932979;883843
480011;431961
2443484;2397318
4044361;4003311
32086640;32029418
439463;383549
628677;578636
1283548;1233981
33966324;33915937
2899426;2851863
15752674;15706049
495293;453511
1625778;1576985
478394;432325
454453;411016
426604;380236
1257257;1210546
6473260;6391941
8530243;8480303
498902;454912
24376446;24293821
51849190;51803370
963964;918058
3265941;3219286
1055433;1010183
1062320;1019020
515959;469879
3632002;3588594
536968;478953
933148;893176
1412675;1363404
12458140;12383052
749203;708743
1082784;1037604
476398;432882
5909425;5859972
1261428;1221050
